ensembl	adj_p	p	t	B	logfc	entrez_id
ENSG00000125827	4.22e-6	6.62e-7	5.93	5.6106164	0.11994425	56255
ENSG00000114790	4.23e-6	6.62e-7	-5.93	5.6101434	-2.08168242	26084
ENSG00000277101	4.23e-6	6.62e-7	-5.93	5.6101434	-2.08168242	26084
ENSG00000198173	4.23e-6	6.63e-7	5.93	5.608995	0.17056247	442444
ENSG00000076984	4.23e-6	6.64e-7	5.93	5.6080091	0.88865642	5609
ENSG00000157423	4.23e-6	6.64e-7	5.93	5.6079269	0.07358142	54768
ENSG00000283022	4.23e-6	6.64e-7	5.93	5.6079269	0.07358142	54768
ENSG00000263155	4.24e-6	6.65e-7	5.93	5.6057099	2.93430943	100820829
ENSG00000163377	4.24e-6	6.66e-7	5.93	5.6052544	0.11939735	151647
ENSG00000102053	4.25e-6	6.66e-7	5.93	5.6043711	0.12983635	340554
ENSG00000065526	4.25e-6	6.67e-7	-5.93	5.6038035	-1.9569307	23013
ENSG00000060138	4.25e-6	6.68e-7	5.92	5.6017968	1.25185979	8531
ENSG00000066135	4.26e-6	6.68e-7	-5.92	5.601379	-1.3245288	9682
ENSG00000155636	4.27e-6	6.71e-7	-5.92	5.5976616	-0.60996686	129831
ENSG00000141867	4.28e-6	6.72e-7	5.92	5.5956584	0.63790501	23476
ENSG00000135776	4.28e-6	6.72e-7	-5.92	5.5954752	-1.73404565	23456
ENSG00000250846	4.28e-6	6.73e-7	5.92	5.5950033	0.79525002	100144602
ENSG00000100028	4.28e-6	6.74e-7	-5.92	5.5937042	-0.60325364	6634
ENSG00000177910	4.28e-6	6.74e-7	5.92	5.5931397	0.33987342	645961
ENSG00000288011	4.29e-6	6.74e-7	5.92	5.592734	0.14068318	283045
ENSG00000130988	4.29e-6	6.75e-7	5.92	5.5912709	0.88403437	9104
ENSG00000163644	4.29e-6	6.75e-7	5.92	5.5910064	0.11911442	152926
ENSG00000117592	4.29e-6	6.75e-7	5.92	5.5908762	0.85940892	9588
ENSG00000113555	4.29e-6	6.76e-7	5.92	5.5907026	1.09668037	51294
ENSG00000254815	4.29e-6	6.76e-7	-5.92	5.5900285	-2.86815569	692247
ENSG00000106686	4.3e-6	6.76e-7	5.92	5.5896327	0.30043618	55064
ENSG00000148634	4.33e-6	6.81e-7	-5.92	5.5822646	-1.17011484	26091
ENSG00000009954	4.33e-6	6.82e-7	-5.92	5.5812	-0.71787108	9031
ENSG00000215114	4.33e-6	6.83e-7	-5.92	5.5802615	-0.68993462	137886
ENSG00000150672	4.33e-6	6.83e-7	5.92	5.5802614	0.31591128	1740
ENSG00000185800	4.34e-6	6.83e-7	5.92	5.5792137	0.52602158	1762
ENSG00000111684	4.35e-6	6.85e-7	-5.92	5.5770219	-1.01865165	10162
ENSG00000116785	4.35e-6	6.85e-7	5.92	5.5766634	0.17062794	10878
ENSG00000111912	4.35e-6	6.85e-7	5.92	5.5765978	0.16181639	135112
ENSG00000108848	4.35e-6	6.86e-7	-5.92	5.5761709	-2.09090951	51747
ENSG00000078596	4.35e-6	6.87e-7	5.92	5.5745983	2.30451188	9452
ENSG00000183258	4.35e-6	6.87e-7	-5.92	5.5744171	-0.63932181	51428
ENSG00000177030	4.35e-6	6.87e-7	5.92	5.5741159	0.09785556	10522
ENSG00000282712	4.35e-6	6.87e-7	5.92	5.5741159	0.09785556	10522
ENSG00000078699	4.36e-6	6.87e-7	-5.92	5.5737906	-0.98589801	9139
ENSG00000137154	4.36e-6	6.87e-7	5.92	5.5735054	0.12256219	6194
ENSG00000129824	4.37e-6	6.89e-7	5.91	5.5706472	0.35268178	6192
ENSG00000170791	4.37e-6	6.9e-7	-5.91	5.5701801	-1.22382126	79145
ENSG00000182158	4.39e-6	6.93e-7	5.91	5.5658406	0.13166668	64764
ENSG00000236107	4.41e-6	6.96e-7	5.91	5.561166	0.31625959	101929680
ENSG00000104626	4.41e-6	6.97e-7	-5.91	5.5603291	-1.69711417	90459
ENSG00000053747	4.42e-6	6.99e-7	5.91	5.5564457	0.10287188	3909
ENSG00000184110	4.43e-6	7e-7	-5.91	5.5549629	-2.10734364	8663
ENSG00000180376	4.43e-6	7.01e-7	-5.91	5.5540341	-1.03152925	285331
ENSG00000229606	4.44e-6	7.02e-7	5.91	5.5527572	0.08244372	100506470
ENSG00000115234	4.44e-6	7.03e-7	-5.91	5.550945	-0.73675659	9784
ENSG00000181704	4.44e-6	7.04e-7	-5.91	5.5505244	-0.6414729	286451
ENSG00000196312	4.45e-6	7.04e-7	-5.91	5.5499762	-1.56335712	84278
ENSG00000170537	4.45e-6	7.04e-7	5.91	5.549673	0.12550441	79905
ENSG00000136868	4.45e-6	7.05e-7	-5.91	5.5492601	-1.01919469	1317
ENSG00000230174	4.46e-6	7.06e-7	5.91	5.5466969	0.30498537	101929111
ENSG00000175354	4.46e-6	7.06e-7	5.91	5.5466783	0.12268897	5771
ENSG00000158792	4.46e-6	7.07e-7	5.91	5.5454438	1.09985118	124044
ENSG00000134900	4.47e-6	7.08e-7	5.91	5.5446855	0.13432965	7174
ENSG00000128918	4.47e-6	7.08e-7	5.91	5.5442381	2.42446268	8854
ENSG00000284360	4.47e-6	7.09e-7	-5.91	5.5433946	-1.3209816	102465133
ENSG00000135655	4.47e-6	7.09e-7	-5.91	5.5433946	-1.3209816	9958
ENSG00000125388	4.48e-6	7.1e-7	5.91	5.5417313	0.5709354	2868
ENSG00000187838	4.48e-6	7.1e-7	5.91	5.5414905	0.70434674	57048
ENSG00000284009	4.48e-6	7.1e-7	5.91	5.5414905	0.70434674	57048
ENSG00000163382	4.48e-6	7.11e-7	-5.9	5.540329	-0.99582177	128240
ENSG00000080824	4.49e-6	7.13e-7	-5.9	5.537499	-1.14731796	3320
ENSG00000283122	4.5e-6	7.13e-7	5.9	5.5370059	1.62852091	57061
ENSG00000136243	4.5e-6	7.14e-7	-5.9	5.5364586	-0.77449104	11097
ENSG00000119778	4.5e-6	7.15e-7	-5.9	5.5350449	-0.89854212	54454
ENSG00000198466	4.5e-6	7.15e-7	-5.9	5.5350069	-1.40703676	84914
ENSG00000214140	4.51e-6	7.15e-7	5.9	5.5344919	0.79940378	768206
ENSG00000167553	4.53e-6	7.2e-7	-5.9	5.528226	-0.77220488	84790
ENSG00000120333	4.53e-6	7.2e-7	-5.9	5.5276352	-0.95238698	63931
ENSG00000186777	4.54e-6	7.21e-7	5.9	5.5266428	0.15555982	654254
ENSG00000226685	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	100507170
ENSG00000236371	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	728096
ENSG00000288363	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	728096
ENSG00000242362	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	728090
ENSG00000236126	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	728082
ENSG00000230594	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	728075
ENSG00000288477	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	728075
ENSG00000237957	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	728072
ENSG00000226023	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	728062
ENSG00000288273	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	728062
ENSG00000230347	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	728049
ENSG00000226600	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	728042
ENSG00000224089	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	728036
ENSG00000228517	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	653282
ENSG00000226929	4.54e-6	7.22e-7	5.9	5.5254276	0.54718857	255313
ENSG00000175105	4.54e-6	7.22e-7	-5.9	5.5254198	-1.28188381	55279
ENSG00000254266	4.54e-6	7.22e-7	5.9	5.5249868	0.1527184	101927003
ENSG00000197381	4.54e-6	7.22e-7	5.9	5.5248169	0.57967506	104
ENSG00000106031	4.54e-6	7.22e-7	5.9	5.5245687	0.18933448	3209
ENSG00000164074	4.55e-6	7.24e-7	-5.9	5.5230187	-1.07765185	80167
ENSG00000146373	4.56e-6	7.26e-7	5.9	5.5197192	0.59302333	154214
ENSG00000011007	4.57e-6	7.27e-7	5.9	5.5178077	0.09454222	6924
ENSG00000251323	4.57e-6	7.27e-7	5.9	5.5176294	0.45425101	101928865
ENSG00000104714	4.58e-6	7.29e-7	5.9	5.5152605	0.52236975	157697
ENSG00000282665	4.58e-6	7.29e-7	5.9	5.5152605	0.52236975	157697
ENSG00000128524	4.58e-6	7.29e-7	-5.9	5.5152414	-0.98770244	9296
ENSG00000163902	4.58e-6	7.3e-7	-5.9	5.5148204	-0.58052897	6184
ENSG00000147488	4.58e-6	7.3e-7	5.9	5.5145802	0.09250222	9705
ENSG00000163879	4.6e-6	7.34e-7	-5.9	5.5093162	-3.16035322	7802
ENSG00000164199	4.61e-6	7.36e-7	5.89	5.5067166	0.13511999	84059
ENSG00000101335	4.63e-6	7.38e-7	5.89	5.5033134	0.64964119	10398
ENSG00000156531	4.63e-6	7.38e-7	5.89	5.5030698	0.68055652	84295
ENSG00000125900	4.64e-6	7.4e-7	5.89	5.5009205	0.09099296	128646
ENSG00000168959	4.66e-6	7.44e-7	5.89	5.4953489	0.09386177	2915
ENSG00000167264	4.66e-6	7.44e-7	5.89	5.494835	0.48656209	54920
ENSG00000114861	4.66e-6	7.45e-7	-5.89	5.4939827	-1.36509502	27086
ENSG00000134453	4.67e-6	7.46e-7	-5.89	5.4933309	-1.55127362	84991
ENSG00000134852	4.67e-6	7.46e-7	-5.89	5.4926593	-0.96843192	9575
ENSG00000223839	4.67e-6	7.46e-7	5.89	5.4926078	0.64539886	100133036
ENSG00000105771	4.67e-6	7.47e-7	5.89	5.4913696	0.53458269	56006
ENSG00000161640	4.68e-6	7.48e-7	5.89	5.4907179	0.25838413	114132
ENSG00000196273	4.68e-6	7.48e-7	5.89	5.4897834	0.64825102	283601
ENSG00000175147	4.68e-6	7.49e-7	5.89	5.4886745	0.09727939	200197
ENSG00000114779	4.7e-6	7.52e-7	5.89	5.4847877	1.22006268	84836
ENSG00000170776	4.7e-6	7.52e-7	-5.89	5.4844508	-1.8860961	11214
ENSG00000078328	4.7e-6	7.53e-7	5.89	5.4839942	0.55205735	54715
ENSG00000147223	4.7e-6	7.53e-7	5.89	5.4837894	0.17372943	92129
ENSG00000149124	4.71e-6	7.54e-7	5.89	5.4825544	2.25987276	10249
ENSG00000143751	4.71e-6	7.55e-7	-5.89	5.4813009	-0.88565125	163859
ENSG00000120903	4.71e-6	7.55e-7	5.89	5.4810478	0.76898559	1135
ENSG00000178685	4.72e-6	7.56e-7	5.89	5.4792375	0.29560722	84875
ENSG00000163012	4.72e-6	7.56e-7	5.89	5.4791289	0.13982841	151112
ENSG00000189430	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000275637	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000273535	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000278362	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000277442	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000276450	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000278025	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000275521	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000277334	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000275156	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000277824	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000277629	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000273916	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000274053	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000273506	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000275822	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000284113	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000284208	4.73e-6	7.59e-7	5.88	5.4753143	0.34351093	9437
ENSG00000085719	4.74e-6	7.6e-7	-5.88	5.4744324	-1.56357162	8895
ENSG00000158220	4.74e-6	7.6e-7	5.88	5.4740725	0.17525771	83850
ENSG00000172943	4.75e-6	7.62e-7	-5.88	5.4717253	-0.74315627	23133
ENSG00000148450	4.75e-6	7.63e-7	5.88	5.4705598	1.32902436	22921
ENSG00000146281	4.76e-6	7.64e-7	5.88	5.4694763	1.45124856	135293
ENSG00000259895	4.77e-6	7.67e-7	5.88	5.4656338	0.15099809	729652
ENSG00000167766	4.78e-6	7.67e-7	-5.88	5.4653674	-1.60493537	55769
ENSG00000205189	4.78e-6	7.67e-7	5.88	5.4651261	0.49025895	65986
ENSG00000186453	4.78e-6	7.67e-7	5.88	5.4647726	0.36306278	653140
ENSG00000148948	4.78e-6	7.68e-7	5.88	5.4638616	0.1210802	57689
ENSG00000154813	4.79e-6	7.69e-7	-5.88	5.4625698	-1.7717947	285381
ENSG00000203878	4.79e-6	7.7e-7	5.88	5.4618162	0.14282356	149620
ENSG00000273523	4.8e-6	7.72e-7	5.88	5.4588474	0.19929036	101929657
ENSG00000262664	4.81e-6	7.7300000000000005e-07	5.88	5.4575048	1.1319682	124641
ENSG00000108963	4.81e-6	7.7300000000000005e-07	5.88	5.4575048	1.1319682	1801
ENSG00000163440	4.81e-6	7.74e-7	5.88	5.4569331	0.15638242	132954
ENSG00000170881	4.81e-6	7.74e-7	-5.88	5.4567838	-1.14216168	11236
ENSG00000138175	4.82e-6	7.75e-7	-5.88	5.4546828	-1.02652553	403
ENSG00000107864	4.82e-6	7.77e-7	5.88	5.4527941	0.84530103	22849
ENSG00000149925	4.82e-6	7.77e-7	-5.88	5.4527637	-0.76223544	226
ENSG00000134245	4.83e-6	7.77e-7	5.88	5.4520248	0.14841059	7482
ENSG00000112992	4.83e-6	7.78e-7	-5.88	5.4508266	-1.35463643	23530
ENSG00000213088	4.84e-6	7.8e-7	5.88	5.4491375	0.10306672	2532
ENSG00000171848	4.84e-6	7.81e-7	-5.88	5.4479789	-3.42855918	6241
ENSG00000005893	4.84e-6	7.81e-7	-5.88	5.4476996	-1.56558316	3920
ENSG00000228290	4.84e-6	7.81e-7	5.88	5.4476523	0.12846706	102724201
ENSG00000245573	4.84e-6	7.81e-7	5.88	5.4474719	0.65755802	497258
ENSG00000206552	4.85e-6	7.82e-7	5.88	5.4467311	0.20137472	100506275
ENSG00000176788	4.85e-6	7.82e-7	-5.88	5.4463776	-2.15985995	10409
ENSG00000092607	4.85e-6	7.83e-7	5.87	5.4454046	1.53059596	6913
ENSG00000159618	4.86e-6	7.84e-7	5.87	5.4439059	0.65597896	221188
ENSG00000248550	4.86e-6	7.85e-7	5.87	5.442765	0.22386722	100309464
ENSG00000246731	4.89e-6	7.9e-7	5.87	5.4363993	0.1715451	85001
ENSG00000064419	4.89e-6	7.9e-7	5.87	5.4361097	0.56656709	23534
ENSG00000092108	4.89e-6	7.9e-7	-5.87	5.4357007	-1.3148766	23256
ENSG00000132879	4.89e-6	7.9e-7	5.87	5.4356777	0.93548916	93611
ENSG00000118960	4.9100000000000004e-06	7.93e-7	5.87	5.433057	0.07684913	64342
ENSG00000104936	4.92e-6	7.95e-7	5.87	5.42985	0.1395149	1760
ENSG00000173221	4.92e-6	7.96e-7	-5.87	5.4293893	-2.29801697	2745
ENSG00000204116	4.93e-6	7.96e-7	5.87	5.428475	0.1707435	53344
ENSG00000197857	4.93e-6	7.96e-7	5.87	5.4284272	0.68381222	51710
ENSG00000185917	4.93e-6	7.98e-7	-5.87	5.4266472	-0.72971017	54093
ENSG00000245067	4.93e-6	7.98e-7	5.87	5.4266151	0.12905033	255130
ENSG00000196456	4.93e-6	7.98e-7	5.87	5.4263845	1.08219327	285971
ENSG00000147588	4.95e-6	8.01e-7	5.87	5.4223541	0.76563008	5375
ENSG00000144857	4.96e-6	8.02e-7	5.87	5.4209481	2.09528707	91653
ENSG00000103546	4.96e-6	8.03e-7	5.87	5.4198812	0.12864089	6530
ENSG00000187735	4.96e-6	8.03e-7	-5.87	5.4198317	-1.01201202	6917
ENSG00000172432	4.97e-6	8.05e-7	5.87	5.4173229	0.36386696	54676
ENSG00000266200	4.98e-6	8.07e-7	5.87	5.4154608	0.20105398	5408
ENSG00000126822	4.99e-6	8.09e-7	5.86	5.4131389	0.5539171	26030
ENSG00000183655	4.99e-6	8.09e-7	5.86	5.4127484	0.92292019	64410
ENSG00000136381	5e-6	8.1e-7	5.86	5.4119383	0.30259107	3658
ENSG00000104412	5e-6	8.1e-7	-5.86	5.4113658	-1.37247518	9694
ENSG00000283050	5.01e-6	8.12e-7	5.86	5.4096022	1.13908249	101926918
ENSG00000108773	5.01e-6	8.12e-7	5.86	5.4088272	1.03526121	2648
ENSG00000170160	5.01e-6	8.13e-7	5.86	5.4081773	0.3613506	9720
ENSG00000160255	5.02e-6	8.14e-7	-5.86	5.4069466	-2.61791213	3689
ENSG00000166682	5.02e-6	8.14e-7	5.86	5.4064203	0.38526838	80975
ENSG00000004139	5.02e-6	8.14e-7	5.86	5.4064042	0.3747491	23098
ENSG00000166960	5.03e-6	8.17e-7	5.86	5.403641	1.80666369	374864
ENSG00000019995	5.04e-6	8.18e-7	-5.86	5.4014111	-1.47813167	54764
ENSG00000205927	5.04e-6	8.19e-7	5.86	5.4009935	0.15997653	10215
ENSG00000144231	5.04e-6	8.19e-7	-5.86	5.4002112	-0.87770399	5433
ENSG00000204231	5.05e-6	8.2e-7	5.86	5.3991686	0.73808416	6257
ENSG00000228333	5.05e-6	8.2e-7	5.86	5.3991686	0.73808416	6257
ENSG00000235712	5.05e-6	8.2e-7	5.86	5.3991686	0.73808416	6257
ENSG00000206289	5.05e-6	8.2e-7	5.86	5.3991686	0.73808416	6257
ENSG00000227322	5.05e-6	8.2e-7	5.86	5.3991686	0.73808416	6257
ENSG00000231321	5.05e-6	8.2e-7	5.86	5.3991686	0.73808416	6257
ENSG00000242808	5.06e-6	8.22e-7	5.86	5.3974575	0.14723379	347689
ENSG00000154124	5.06e-6	8.22e-7	5.86	5.3967903	0.156095	90268
ENSG00000159200	5.06e-6	8.23e-7	5.86	5.3954623	1.84763541	1827
ENSG00000111596	5.07e-6	8.25e-7	5.86	5.3931853	0.11720472	4848
ENSG00000101216	5.08e-6	8.25e-7	5.86	5.3929756	0.72050816	26205
ENSG00000114744	5.08e-6	8.27e-7	-5.86	5.3907183	-1.24910856	51122
ENSG00000146521	5.09e-6	8.27e-7	5.86	5.3905664	0.78680336	26238
ENSG00000185737	5.09e-6	8.28e-7	5.86	5.3899906	0.15421279	10718
ENSG00000069966	5.09e-6	8.29e-7	5.86	5.3887509	0.0864754	10681
ENSG00000214655	5.1e-6	8.3e-7	5.86	5.3870135	0.8457007	23053
ENSG00000277791	5.11e-6	8.32e-7	-5.86	5.3849945	-0.8256777	5691
ENSG00000275903	5.11e-6	8.32e-7	-5.86	5.3849945	-0.8256777	5691
ENSG00000092445	5.12e-6	8.33e-7	5.86	5.3834869	1.67975948	7301
ENSG00000155011	5.12e-6	8.34e-7	5.86	5.383147	0.17434927	27123
ENSG00000102384	5.13e-6	8.36e-7	5.85	5.380325	0.16069374	2491
ENSG00000117475	5.16e-6	8.4e-7	5.85	5.3753387	0.10978165	8548
ENSG00000143603	5.16e-6	8.41e-7	5.85	5.3740146	0.10847861	3782
ENSG00000138696	5.17e-6	8.43e-7	-5.85	5.3726977	-5.89686352	658
ENSG00000162545	5.18e-6	8.45e-7	-5.85	5.3703944	-2.59909518	55450
ENSG00000246339	5.18e-6	8.45e-7	5.85	5.3701706	0.41752738	101929402
ENSG00000147606	5.18e-6	8.45e-7	5.85	5.3693101	1.02035931	115111
ENSG00000169953	5.18e-6	8.46e-7	5.85	5.3680832	0.09720241	159119
ENSG00000172468	5.18e-6	8.46e-7	5.85	5.3680832	0.09720241	159119
ENSG00000182575	5.18e-6	8.46e-7	5.85	5.3680736	1.35823024	11248
ENSG00000106346	5.18e-6	8.47e-7	-5.85	5.3680534	-1.05342076	84132
ENSG00000156860	5.19e-6	8.47e-7	-5.85	5.3671882	-1.07950682	64319
ENSG00000243197	5.2e-6	8.49e-7	5.85	5.3654079	0.1369757	285194
ENSG00000280924	5.21e-6	8.51e-7	5.85	5.3627427	0.3313094	127841
ENSG00000125834	5.21e-6	8.52e-7	-5.85	5.3617167	-1.09796373	140901
ENSG00000145757	5.22e-6	8.52e-7	5.85	5.3612123	0.1357566	83890
ENSG00000143515	5.22e-6	8.54e-7	-5.85	5.3593589	-1.98010161	57198
ENSG00000187189	5.23e-6	8.55e-7	-5.85	5.3580165	-1.27779473	23270
ENSG00000203721	5.23e-6	8.55e-7	5.85	5.3577061	0.40039139	554279
ENSG00000131002	5.23e-6	8.56e-7	5.85	5.3570454	0.13120422	246126
ENSG00000167716	5.24e-6	8.58e-7	5.85	5.3551944	0.67521046	124997
ENSG00000276021	5.24e-6	8.58e-7	5.85	5.3551944	0.67521046	124997
ENSG00000164323	5.24e-6	8.58e-7	5.85	5.3550915	0.36359838	57587
ENSG00000168237	5.25e-6	8.59e-7	5.85	5.3533533	0.21210177	132158
ENSG00000161671	5.25e-6	8.59e-7	-5.85	5.3530842	-0.71491416	284361
ENSG00000161203	5.25e-6	8.61e-7	-5.85	5.3515184	-0.83264281	1173
ENSG00000131979	5.27e-6	8.64e-7	-5.84	5.3477476	-2.39084354	2643
ENSG00000159753	5.27e-6	8.64e-7	5.84	5.347426	0.80927938	146206
ENSG00000177103	5.28e-6	8.66e-7	5.84	5.3460304	0.29165726	57453
ENSG00000163687	5.29e-6	8.68e-7	5.84	5.3438338	1.28787154	1776
ENSG00000112039	5.29e-6	8.68e-7	5.84	5.3436391	0.91953887	2178
ENSG00000130254	5.29e-6	8.68e-7	5.84	5.3432678	0.63751858	9667
ENSG00000134905	5.32e-6	8.73e-7	5.84	5.3377947	0.3304981	79587
ENSG00000171587	5.32e-6	8.74e-7	5.84	5.3364988	0.15308881	1826
ENSG00000262999	5.33e-6	8.76e-7	5.84	5.3347195	0.0948185	101927131
ENSG00000232159	5.33e-6	8.76e-7	5.84	5.3345212	0.10689111	9366
ENSG00000225470	5.34e-6	8.77e-7	5.84	5.3325786	0.40842963	554203
ENSG00000136231	5.34e-6	8.78e-7	5.84	5.3323923	0.38772131	10643
ENSG00000181222	5.34e-6	8.78e-7	5.84	5.3323833	0.11267756	5430
ENSG00000284832	5.34e-6	8.78e-7	5.84	5.3323833	0.11267756	5430
ENSG00000186818	5.34e-6	8.78e-7	5.84	5.3318619	0.14660525	11006
ENSG00000276042	5.34e-6	8.78e-7	5.84	5.3318619	0.14660525	11006
ENSG00000278555	5.34e-6	8.78e-7	5.84	5.3318619	0.14660525	11006
ENSG00000278279	5.34e-6	8.78e-7	5.84	5.3318619	0.14660525	11006
ENSG00000275730	5.34e-6	8.78e-7	5.84	5.3318619	0.14660525	11006
ENSG00000145476	5.34e-6	8.79e-7	5.84	5.3312954	0.24397798	285440
ENSG00000136436	5.35e-6	8.79e-7	5.84	5.3304636	1.1130685	10241
ENSG00000100523	5.35e-6	8.8e-7	-5.84	5.3301796	-0.92092743	80821
ENSG00000142669	5.36e-6	8.82e-7	-5.84	5.3279491	-1.19570976	83442
ENSG00000134030	5.36e-6	8.83e-7	5.84	5.3266939	2.1073967	9811
ENSG00000282825	5.36e-6	8.83e-7	5.84	5.3266939	2.1073967	9811
ENSG00000146540	5.38e-6	8.86e-7	5.84	5.3228657	0.3600925	84310
ENSG00000131242	5.39e-6	8.88e-7	5.84	5.3210432	0.24842528	84440
ENSG00000096996	5.4e-6	8.89e-7	5.84	5.3201748	0.10640952	3594
ENSG00000002745	5.41e-6	8.9e-7	5.83	5.3183005	0.18493314	51384
ENSG00000198670	5.42e-6	8.92e-7	5.83	5.3159817	0.27945579	4018
ENSG00000272274	5.42e-6	8.93e-7	5.83	5.3155327	0.28601186	283483
ENSG00000138075	5.42e-6	8.93e-7	5.83	5.3147626	0.1046012	64240
ENSG00000214940	5.43e-6	8.94e-7	5.83	5.3139122	0.23290278	101059953
ENSG00000214967	5.43e-6	8.94e-7	5.83	5.3139122	0.23290278	101059938
ENSG00000277983	5.43e-6	8.94e-7	5.83	5.3139122	0.23290278	101059938
ENSG00000254852	5.43e-6	8.94e-7	5.83	5.3139122	0.23290278	642799
ENSG00000224712	5.43e-6	8.94e-7	5.83	5.3139122	0.23290278	642778
ENSG00000278308	5.43e-6	8.94e-7	5.83	5.3139122	0.23290278	642778
ENSG00000183426	5.43e-6	8.94e-7	5.83	5.3139122	0.23290278	9284
ENSG00000281994	5.43e-6	8.94e-7	5.83	5.3139122	0.23290278	9284
ENSG00000087245	5.43e-6	8.95e-7	5.83	5.3135548	0.1130047	4313
ENSG00000269556	5.43e-6	8.95e-7	-5.83	5.3131219	-1.68092362	84548
ENSG00000187514	5.43e-6	8.96e-7	-5.83	5.312515	-0.47002343	5757
ENSG00000198914	5.45e-6	8.99e-7	5.83	5.3092118	0.12253291	5455
ENSG00000128482	5.46e-6	9e-7	5.83	5.3074098	0.21144438	7732
ENSG00000125753	5.48e-6	9.04e-7	-5.83	5.3026733	-1.12100098	7408
ENSG00000114405	5.48e-6	9.05e-7	-5.83	5.3018722	-1.96504368	57415
ENSG00000183833	5.48e-6	9.06e-7	5.83	5.3012565	0.37264916	89876
ENSG00000006530	5.48e-6	9.06e-7	-5.83	5.3007158	-0.86989327	55750
ENSG00000262327	5.48e-6	9.06e-7	-5.83	5.3007158	-0.86989327	55750
ENSG00000224812	5.5e-6	9.09e-7	5.83	5.2982648	0.12958116	220980
ENSG00000151892	5.5e-6	9.1e-7	-5.83	5.2965586	-4.40428692	2674
ENSG00000110492	5.51e-6	9.11e-7	-5.83	5.2959953	-2.03233715	4192
ENSG00000102524	5.53e-6	9.15e-7	-5.83	5.2913449	-2.04827038	10673
ENSG00000204397	5.53e-6	9.15e-7	5.83	5.2910272	0.13186095	114769
ENSG00000110042	5.54e-6	9.17e-7	5.83	5.2895902	1.20373647	23220
ENSG00000231814	5.54e-6	9.17e-7	5.83	5.2894837	0.10446659	100885798
ENSG00000006283	5.54e-6	9.17e-7	5.83	5.2893903	0.48536244	8913
ENSG00000137364	5.54e-6	9.17e-7	5.83	5.2892779	0.19239547	7172
ENSG00000012061	5.54e-6	9.17e-7	5.83	5.2891655	0.9067078	2067
ENSG00000172939	5.54e-6	9.18e-7	-5.83	5.2884422	-1.65234565	9943
ENSG00000148335	5.55e-6	9.19e-7	-5.82	5.2867237	-1.03677958	28989
ENSG00000178662	5.57e-6	9.23e-7	5.82	5.283052	0.34934336	80034
ENSG00000102243	5.57e-6	9.24e-7	5.82	5.2817831	0.08664739	51442
ENSG00000184545	5.57e-6	9.24e-7	5.82	5.2816003	0.63772749	1850
ENSG00000273793	5.57e-6	9.24e-7	5.82	5.2816003	0.63772749	1850
ENSG00000278165	5.57e-6	9.24e-7	5.82	5.2816003	0.63772749	1850
ENSG00000162520	5.58e-6	9.25e-7	-5.82	5.2807646	-1.79274741	81493
ENSG00000125818	5.59e-6	9.27e-7	-5.82	5.2786265	-1.01543122	9491
ENSG00000169605	5.59e-6	9.28e-7	5.82	5.2774605	0.08233604	56287
ENSG00000096070	5.6e-6	9.28e-7	-5.82	5.2769295	-1.59727635	27154
ENSG00000144161	5.6e-6	9.29e-7	-5.82	5.2762829	-0.85076051	84524
ENSG00000176438	5.61e-6	9.31e-7	5.82	5.2738967	0.25782226	161176
