geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0043062	extracellular structure organization	http://amigo.geneontology.org/amigo/term/GO:0043062	329	71	38.51041572729732	1.8436570641763574	1.663297073406511e-7	7.912976104917924e-5	19;102;375;633;682;871;960;999;1277;1278;1281;1287;1289;1290;1291;1293;1295;1296;1300;1301;1303;1311;1462;1490;1520;2191;2192;2200;2335;3249;3371;3491;3688;3689;3936;4015;4017;4060;4148;4237;4314;4318;4320;4322;4358;5033;5034;5054;5352;5747;6382;6423;6646;6696;7040;7057;7177;8027;8038;8837;9509;9619;10049;10631;22795;23213;26585;30001;50848;55959;255743	ENSG00000038427;ENSG00000123500;ENSG00000111799;ENSG00000137573;ENSG00000115414;ENSG00000108821;ENSG00000099953;ENSG00000275365;ENSG00000117122;ENSG00000185624;ENSG00000143761;ENSG00000196562;ENSG00000133110;ENSG00000078098;ENSG00000060718;ENSG00000182492;ENSG00000164692;ENSG00000137801;ENSG00000169398;ENSG00000105664;ENSG00000204262;ENSG00000122884;ENSG00000105329;ENSG00000168743;ENSG00000166147;ENSG00000158769;ENSG00000130635;ENSG00000168542;ENSG00000136738;ENSG00000115884;ENSG00000026508;ENSG00000057252;ENSG00000105993;ENSG00000150093;ENSG00000148848;ENSG00000172236;ENSG00000142156;ENSG00000144810;ENSG00000197930;ENSG00000171812;ENSG00000163359;ENSG00000163131;ENSG00000087303;ENSG00000149257;ENSG00000172270;ENSG00000087116;ENSG00000283802;ENSG00000106366;ENSG00000118785;ENSG00000136167;ENSG00000137845;ENSG00000003402;ENSG00000160179;ENSG00000165029;ENSG00000166923;ENSG00000276886;ENSG00000282046;ENSG00000118523;ENSG00000115204;ENSG00000142871;ENSG00000188153;ENSG00000160255;ENSG00000105707;ENSG00000145423;ENSG00000149968;ENSG00000134013;ENSG00000139329;ENSG00000113083;ENSG00000152952;ENSG00000132031;ENSG00000077942;ENSG00000039068;ENSG00000041982;ENSG00000137745;ENSG00000100985
GO:0071774	response to fibroblast growth factor	http://amigo.geneontology.org/amigo/term/GO:0071774	110	33	12.875822887546216	2.562942989214176	1.8618767305689232e-7	7.912976104917924e-5	677;678;860;960;1277;1490;2261;2263;2625;2885;3185;3371;4686;5439;5440;5594;5725;6347;7057;7072;7474;10631;10765;22916;23064;23213;23543;51552;54845;55614;55959;200734;387914	ENSG00000104413;ENSG00000137573;ENSG00000108821;ENSG00000196562;ENSG00000133110;ENSG00000116001;ENSG00000100030;ENSG00000011304;ENSG00000137801;ENSG00000117139;ENSG00000169813;ENSG00000136937;ENSG00000107485;ENSG00000005075;ENSG00000124813;ENSG00000119396;ENSG00000177885;ENSG00000147669;ENSG00000100320;ENSG00000277564;ENSG00000026508;ENSG00000114503;ENSG00000152518;ENSG00000089177;ENSG00000198369;ENSG00000107290;ENSG00000118523;ENSG00000068078;ENSG00000185650;ENSG00000114251;ENSG00000108691;ENSG00000041982;ENSG00000066468;ENSG00000180730
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007178	258	56	30.199657318062943	1.854325676950825	2.7873806642819687e-6	7.897578548798911e-4	387;658;659;753;860;1278;1281;1311;1385;1601;1958;2200;2280;2353;2530;3303;3326;3491;3624;3688;4012;4092;4926;5046;5494;5747;6423;6424;6498;6885;7040;7043;7057;7474;8483;9197;9315;9518;10140;10370;10468;10979;23213;25805;26585;27250;28996;50848;51176;51339;51496;51701;54829;57530;116844;255743	ENSG00000137573;ENSG00000134986;ENSG00000122641;ENSG00000106819;ENSG00000118260;ENSG00000164692;ENSG00000137801;ENSG00000169398;ENSG00000105664;ENSG00000088832;ENSG00000096384;ENSG00000135341;ENSG00000137770;ENSG00000105329;ENSG00000124813;ENSG00000168743;ENSG00000141232;ENSG00000136603;ENSG00000166147;ENSG00000158769;ENSG00000168542;ENSG00000138795;ENSG00000137497;ENSG00000150593;ENSG00000067560;ENSG00000033170;ENSG00000150093;ENSG00000169359;ENSG00000100614;ENSG00000204389;ENSG00000237724;ENSG00000235941;ENSG00000215328;ENSG00000234475;ENSG00000168675;ENSG00000101665;ENSG00000204217;ENSG00000119699;ENSG00000087095;ENSG00000164442;ENSG00000153071;ENSG00000166923;ENSG00000276886;ENSG00000282046;ENSG00000064393;ENSG00000140479;ENSG00000165617;ENSG00000142871;ENSG00000170345;ENSG00000138696;ENSG00000114251;ENSG00000073712;ENSG00000171236;ENSG00000145423;ENSG00000138615;ENSG00000113441;ENSG00000120738;ENSG00000134363;ENSG00000130513;ENSG00000095739;ENSG00000106483;ENSG00000143375
GO:0071559	response to transforming growth factor beta	http://amigo.geneontology.org/amigo/term/GO:0071559	203	44	23.761745874289836	1.8517157885948068	3.300349413415393e-5	0.007013242503507711	387;658;659;677;678;753;1277;1278;1281;1385;1398;1601;2200;2263;2353;2530;3303;3326;3688;4092;5494;5747;6498;6885;7040;7043;7057;7474;8483;8837;9315;9518;10370;10631;10979;25805;28996;50507;50848;51701;54829;57530;116844;255743	ENSG00000134986;ENSG00000108821;ENSG00000133110;ENSG00000106819;ENSG00000118260;ENSG00000164692;ENSG00000137801;ENSG00000169398;ENSG00000096384;ENSG00000135341;ENSG00000105329;ENSG00000168743;ENSG00000136603;ENSG00000166147;ENSG00000158769;ENSG00000168542;ENSG00000067560;ENSG00000167193;ENSG00000033170;ENSG00000150093;ENSG00000152518;ENSG00000100614;ENSG00000204389;ENSG00000237724;ENSG00000235941;ENSG00000215328;ENSG00000234475;ENSG00000168675;ENSG00000101665;ENSG00000204217;ENSG00000119699;ENSG00000087095;ENSG00000164442;ENSG00000003402;ENSG00000153071;ENSG00000064393;ENSG00000170345;ENSG00000185650;ENSG00000138696;ENSG00000114251;ENSG00000073712;ENSG00000171236;ENSG00000138615;ENSG00000086991;ENSG00000066468;ENSG00000130513;ENSG00000095739;ENSG00000143375
GO:0070997	neuron death	http://amigo.geneontology.org/amigo/term/GO:0070997	273	54	31.955451348182883	1.6898525203609949	6.609809997604188e-5	0.01123667699592712	163;387;598;673;998;1020;1385;1728;1958;2065;2309;2353;2625;3326;3329;3689;3717;3981;4137;4149;4170;4192;4671;4841;4929;5290;5536;5584;5663;5921;5966;6347;6348;6418;6653;6733;6774;7020;7043;7336;7474;7832;8301;9040;10018;23394;25793;27324;28996;55074;57103;80315;84335;219699	ENSG00000135250;ENSG00000113742;ENSG00000080815;ENSG00000118260;ENSG00000143384;ENSG00000162924;ENSG00000147140;ENSG00000011485;ENSG00000163558;ENSG00000107485;ENSG00000096384;ENSG00000070831;ENSG00000118689;ENSG00000107731;ENSG00000174405;ENSG00000204673;ENSG00000169139;ENSG00000145715;ENSG00000153094;ENSG00000101126;ENSG00000137203;ENSG00000006125;ENSG00000119335;ENSG00000130725;ENSG00000078237;ENSG00000168610;ENSG00000277632;ENSG00000278567;ENSG00000274221;ENSG00000067560;ENSG00000073921;ENSG00000121879;ENSG00000164830;ENSG00000186868;ENSG00000276155;ENSG00000277956;ENSG00000144381;ENSG00000125952;ENSG00000171552;ENSG00000065361;ENSG00000119699;ENSG00000164885;ENSG00000100225;ENSG00000157764;ENSG00000064393;ENSG00000137642;ENSG00000170345;ENSG00000160255;ENSG00000110492;ENSG00000096968;ENSG00000159388;ENSG00000114251;ENSG00000249437;ENSG00000276068;ENSG00000278613;ENSG00000108691;ENSG00000120738;ENSG00000153234;ENSG00000103460;ENSG00000181019
GO:0019882	antigen processing and presentation	http://amigo.geneontology.org/amigo/term/GO:0019882	156	34	18.26025791324736	1.8619671289162816	2.2375579777877963e-4	0.02717258275905336	163;375;821;832;972;1520;1778;2207;2209;2210;3117;3118;3119;3122;3140;3551;3796;4012;5867;5873;6363;7057;7879;8546;8905;9341;9474;9871;10053;10802;10890;51128;51164;84516	ENSG00000152700;ENSG00000084733;ENSG00000143761;ENSG00000104365;ENSG00000132912;ENSG00000137801;ENSG00000127022;ENSG00000283777;ENSG00000057663;ENSG00000068796;ENSG00000113615;ENSG00000077549;ENSG00000166847;ENSG00000049245;ENSG00000069974;ENSG00000132842;ENSG00000006125;ENSG00000150961;ENSG00000075785;ENSG00000019582;ENSG00000153029;ENSG00000168118;ENSG00000163131;ENSG00000204287;ENSG00000230726;ENSG00000206308;ENSG00000227993;ENSG00000234794;ENSG00000228987;ENSG00000226260;ENSG00000198019;ENSG00000150337;ENSG00000237541;ENSG00000237541;ENSG00000223793;ENSG00000223793;ENSG00000206301;ENSG00000206301;ENSG00000225103;ENSG00000225103;ENSG00000257473;ENSG00000257473;ENSG00000231526;ENSG00000231526;ENSG00000233192;ENSG00000233192;ENSG00000231823;ENSG00000231823;ENSG00000196735;ENSG00000228284;ENSG00000206305;ENSG00000232062;ENSG00000236418;ENSG00000225890;ENSG00000179344;ENSG00000231286;ENSG00000206302;ENSG00000206237;ENSG00000231939;ENSG00000233209;ENSG00000225824;ENSG00000129354;ENSG00000158869;ENSG00000197102;ENSG00000182287;ENSG00000113441;ENSG00000172724
GO:0022604	regulation of cell morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0022604	396	70	46.35296239516638	1.5101515929713156	2.4148949997693236e-4	0.02717258275905336	102;387;388;396;399;659;673;832;960;998;1020;1072;1398;1690;1739;1857;2192;2335;3249;3689;4076;4137;4734;5058;5364;5663;5747;5879;5921;5962;5979;6259;6347;6348;6383;6498;6696;6845;6857;7070;7074;7168;7422;7430;7474;7533;7750;9175;10097;10154;10483;10611;10631;10979;22902;23077;23136;23394;23499;25805;51330;51760;54014;55435;55604;55660;55785;56882;57580;89846	ENSG00000092820;ENSG00000115414;ENSG00000080815;ENSG00000138071;ENSG00000133110;ENSG00000124126;ENSG00000138660;ENSG00000169398;ENSG00000196504;ENSG00000163785;ENSG00000077549;ENSG00000018189;ENSG00000135387;ENSG00000006327;ENSG00000197622;ENSG00000172757;ENSG00000128245;ENSG00000163110;ENSG00000070831;ENSG00000185658;ENSG00000136603;ENSG00000127084;ENSG00000145715;ENSG00000079691;ENSG00000101126;ENSG00000143878;ENSG00000101310;ENSG00000075711;ENSG00000154096;ENSG00000277632;ENSG00000278567;ENSG00000274221;ENSG00000127603;ENSG00000026508;ENSG00000067560;ENSG00000167193;ENSG00000100473;ENSG00000069869;ENSG00000161202;ENSG00000186868;ENSG00000276155;ENSG00000277956;ENSG00000136238;ENSG00000112715;ENSG00000204217;ENSG00000121741;ENSG00000136040;ENSG00000124333;ENSG00000164885;ENSG00000156299;ENSG00000073803;ENSG00000118785;ENSG00000149269;ENSG00000141522;ENSG00000137845;ENSG00000157764;ENSG00000180263;ENSG00000164050;ENSG00000005810;ENSG00000140416;ENSG00000160255;ENSG00000114251;ENSG00000105707;ENSG00000073712;ENSG00000082397;ENSG00000168421;ENSG00000108691;ENSG00000137710;ENSG00000103528;ENSG00000169439;ENSG00000077942;ENSG00000165731;ENSG00000095739;ENSG00000067715
GO:2000027	regulation of animal organ morphogenesis	http://amigo.geneontology.org/amigo/term/GO:2000027	170	36	19.89899900802597	1.8091362276805947	2.7001670495718777e-4	0.02717258275905336	163;367;387;659;860;998;1601;1857;2099;2263;2625;3249;5879;6259;6423;6431;7020;7040;7043;7074;7128;7422;7474;8837;9620;10370;10409;23002;23213;26585;51339;54829;54880;55959;115908;144165	ENSG00000137573;ENSG00000196562;ENSG00000106819;ENSG00000164932;ENSG00000075275;ENSG00000163785;ENSG00000107485;ENSG00000070831;ENSG00000105329;ENSG00000124813;ENSG00000169083;ENSG00000137203;ENSG00000006125;ENSG00000067560;ENSG00000161202;ENSG00000183337;ENSG00000139174;ENSG00000136238;ENSG00000112715;ENSG00000204217;ENSG00000119699;ENSG00000164442;ENSG00000156299;ENSG00000091831;ENSG00000003402;ENSG00000153071;ENSG00000166923;ENSG00000276886;ENSG00000282046;ENSG00000165617;ENSG00000118503;ENSG00000176788;ENSG00000114251;ENSG00000105707;ENSG00000145423;ENSG00000100592;ENSG00000124193;ENSG00000066468
GO:0097191	extrinsic apoptotic signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0097191	196	40	22.94237532690053	1.7434986321184869	2.8770969980174144e-4	0.02717258275905336	367;598;658;1495;1654;2065;2261;2309;2537;3303;3624;3717;4170;5054;5062;5366;5788;5970;5979;6423;6478;6498;7040;7057;7078;7128;8682;8737;8837;9821;9994;10018;10771;26060;51330;81537;204851;219699;407977;100533105	ENSG00000122641;ENSG00000215301;ENSG00000137801;ENSG00000181788;ENSG00000157500;ENSG00000143384;ENSG00000015171;ENSG00000180370;ENSG00000044115;ENSG00000006327;ENSG00000105329;ENSG00000169083;ENSG00000118689;ENSG00000107731;ENSG00000136603;ENSG00000153094;ENSG00000118412;ENSG00000163349;ENSG00000023287;ENSG00000204389;ENSG00000237724;ENSG00000235941;ENSG00000215328;ENSG00000234475;ENSG00000171552;ENSG00000065361;ENSG00000248871;ENSG00000137275;ENSG00000104205;ENSG00000106366;ENSG00000003402;ENSG00000173039;ENSG00000162734;ENSG00000100234;ENSG00000141682;ENSG00000118503;ENSG00000068078;ENSG00000138696;ENSG00000096968;ENSG00000081237;ENSG00000262418;ENSG00000145423;ENSG00000126821;ENSG00000285281;ENSG00000126709;ENSG00000165731
GO:0042326	negative regulation of phosphorylation	http://amigo.geneontology.org/amigo/term/GO:0042326	381	67	44.59716836504644	1.5023375352349062	3.78639073341569e-4	0.03081372119980567	387;399;753;891;1739;1843;1846;1847;2192;2203;2764;3156;3480;3486;3624;4067;4092;4137;4616;5062;5167;5515;5536;5570;5573;5580;5591;5611;5663;5716;5788;5987;5999;6423;6653;6774;7040;7070;7078;7128;7320;7430;9021;9052;9555;9655;10048;10105;10614;10771;11116;11122;11329;25793;26585;27250;51339;54431;55364;55450;57103;64092;64754;64853;65125;84335;200734	ENSG00000197045;ENSG00000092820;ENSG00000122641;ENSG00000013588;ENSG00000080815;ENSG00000010017;ENSG00000213066;ENSG00000113648;ENSG00000112079;ENSG00000099860;ENSG00000108179;ENSG00000101843;ENSG00000015171;ENSG00000253729;ENSG00000180370;ENSG00000011485;ENSG00000113161;ENSG00000140443;ENSG00000102580;ENSG00000204713;ENSG00000234495;ENSG00000215641;ENSG00000229006;ENSG00000237071;ENSG00000237462;ENSG00000233948;ENSG00000105329;ENSG00000077232;ENSG00000154059;ENSG00000204673;ENSG00000108946;ENSG00000186834;ENSG00000134057;ENSG00000150593;ENSG00000186063;ENSG00000075711;ENSG00000154096;ENSG00000078237;ENSG00000168610;ENSG00000113575;ENSG00000067560;ENSG00000185420;ENSG00000119048;ENSG00000186868;ENSG00000276155;ENSG00000277956;ENSG00000138166;ENSG00000165140;ENSG00000171150;ENSG00000060237;ENSG00000168675;ENSG00000101665;ENSG00000198369;ENSG00000163932;ENSG00000135549;ENSG00000100225;ENSG00000254087;ENSG00000100234;ENSG00000166923;ENSG00000276886;ENSG00000282046;ENSG00000165617;ENSG00000137642;ENSG00000118503;ENSG00000197594;ENSG00000155307;ENSG00000162545;ENSG00000081237;ENSG00000262418;ENSG00000145423;ENSG00000120875;ENSG00000168421;ENSG00000184557;ENSG00000146674;ENSG00000117152;ENSG00000077942;ENSG00000120129;ENSG00000196090
